LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
1422,RIVERBOAT CENTER,JOLIET,IL,60431,WORLD FAMOUS JIMMY K'S,46-0562735,COIN VENDING - VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,
2134,JEFFERSON,JOLIET,IL,60435,ZIP FITNESS JOLIET,38-3842046,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
80,BARNEY,JOLIET,IL,60435,WHITE FENCE FARM CARRYOUT,36-2543132,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2531,DIVISION,JOLIET,IL,60435,WELLNESS CENTER,36-3652130,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,PANERA BREAD 2010,43-1782451,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
151,SPRINGFIELD,JOLIET,IL,60435,ICOIN,36-4375747,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
1600,JEFFERSON,JOLIET,IL,60435,VELASQUEZ MUFFLER & BRAKES,82-0582916,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1003,PLAINFIELD,JOLIET,IL,60435,DAN'S HOMEMADE CANDIES,20-0443396,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
61,CASS,JOLIET,IL,60432,VELASQUEZ MUFFLERS & BRAKES,14-1939269,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2310,ESSINGTON,JOLIET,IL,60435,DAIRY QUEEN,26-4500598,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1101,HICKORY,JOLIET,IL,60435,LOS GAVENOS INC,20-4613575,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
414,JEFFERSON,JOLIET,IL,60435,WILL COUNTY AUTO CRAFTS,36-3179537,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
700,PLAINFIELD,JOLIET,IL,60435,OXBO MUFFLER & BRAKE SHOP,36-4159528,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1350,HOUBOLT,JOLIET,IL,60431,DUNKIN DONUTS,20-8592297,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2959,JEFFERSON,JOLIET,IL,60435,DUNKIN DONUTS & BASKIN ROBBINS,20-1799937,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1401,RT 59,JOLIET,IL,60431,DUNKIN DONUTS PC345176,20-5670266,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,ECOATM T92,26-3879952,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
237,CASS,JOLIET,IL,60432,EL OASIS DE LA SALUD,SSN,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
1509,JEFFERSON,JOLIET,IL,60435,EL BURRITO LOCO,36-3367391,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
926,PLAINFIELD,JOLIET,IL,60435,EL BORREGO DE ORO,90-0711994,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1501,RIVERBOAT CENTER,JOLIET,IL,60431,JOLIET FAIRFIELD INN SOUTH,20-3790554,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,KAY JEWELERS 0077,52-0964503,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
50,BARNEY,JOLIET,IL,60435,VELOCITA TECHNOLOGY,20-8099558,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
7126,CATON FARM,PLAINFIELD,IL,60586,WESTFIELD FAMILY RESTAURANT,20-8171855,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
3350,MALL LOOP,JOLIET,IL,60431,NATIONAL TIRE & BATTERY 510,54-0926506,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
77,REPUBLIC,JOLIET,IL,60435,MOTOR MAT CAR WASH,36-3623109,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2795,PLAINFIELD,JOLIET,IL,60435,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,46-2660696,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
559,CHICAGO,JOLIET,IL,60432,MOORE GLASS INC,36-2857580,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
845,LARKIN,JOLIET,IL,60435,MERLIN 200000 MILE SHOP,36-4327790,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
112,LARKIN,JOLIET,IL,60435,MICKEY'S TIRE & SERVICE,36-3918471,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,
2019,ESSINGTON,JOLIET,IL,60435,METRO GRILL & BAR,20-0772164,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,
370,RUBY,JOLIET,IL,60435,PLESE RADIATOR SERVICE,36-3724713,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1824,JEFFERSON,JOLIET,IL,60435,PEP BOYS 846,95-1099890,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PAINT SALES,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,SUPREME LOBSTER CO,36-2808995,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,NEALEY FOODS,36-3091968,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
2406,MCDONOUGH,JOLIET,IL,60436,PRAIRIE FARMS DAIRY,37-0811846,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,
505,BENNETT,JOLIET,IL,60433,CHELLINO CHEESE CO,36-2138513,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,
101,MCDONALD,JOLIET,IL,60431,WINGATE INN,36-4106887,COIN VENDING - FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,BUSINESS LICENSE,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,
701,GARNSEY,JOLIET,IL,60432,NENA'S,81-0582732,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
433,CHICAGO,JOLIET,IL,60436,MILANO BAKERY,36-2586914,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3601,WILDWOOD,JOLIET,IL,60431,KNUDSON AUCTIONS & APPRAISALS,45-355575,AUCTIONEER,AUCTIONEER,AUCTIONEER LICENSE,,,,,,,,,,,,,,,,,,,
1227,CASS,JOLIET,IL,60432,RED ROOF CAR WASH,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
4360,JEFFERSON,JOLIET,IL,60431,RICK'S RV CENTER,36-3688259,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
2360,GLENWOOD,JOLIET,IL,60435,MAURIE'S TABLE,36-2767127,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
827,GARDNER,JOLIET,IL,60433,RELIABLE RECOVERY SERVICES,36-4040124,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
301,AIRPORT,JOLIET,IL,60431,RESTYLING CONCEPTS,36-3704320,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
119,REPUBLIC,JOLIET,IL,60435,RENDEL'S INC,36-2557439,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
663,JACKSON,JOLIET,IL,60432,SAMMY'S TIRE SERVICE,36-4411601,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
701,RUBY,JOLIET,IL,60435,RUBY ST TIRE,36-3081943,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
813,CASS,JOLIET,IL,60432,RICHARD'S AUTO SALES,00-0000000,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,,,,,,,,,,,,,,
301,CHICAGO,JOLIET,IL,60432,TIRE TRACKS 02,37-1173799,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
142,REPUBLIC,JOLIET,IL,60435,TIRE TRACKS 03,37-1173799,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
367,CHICAGO,JOLIET,IL,60432,TEAM AUTO REPAIR,26-2306187,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1,RICHARDS,JOLIET,IL,60433,TAYLOR'S AUTO CENTER,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,CARDINAL HVAC,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
1111,JEFFERSON,JOLIET,IL,60435,SOOPER LUBE,36-3306820,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1311,COLLINS,JOLIET,IL,60432,CARLITOS AUTO REPAIR,90-9718711,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
2645,PLAINFIELD,JOLIET,IL,60435,HELZBERG DIAMONDS 623,44-0553741,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2344,RT 59,PLAINFIELD,IL,60586,GIORDANO'S OF PLAINFIELD,36-4393119,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
1006,JEFFERSON,JOLIET,IL,60435,UNIQUE ANTIQUES,36-3951359,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2621,PLAINFIELD,JOLIET,IL,60435,BARNES & NOBLE BOOKSELLERS INC,13-4030389,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,SBARRO 162,11-2501939,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,GNC 623,25-1124574,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,GREAT STEAK & POTATO 1304,36-4109377,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,RUE 21 1086,25-1311645,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,SMOKEHOUSE OF JOLIET 1294,04-3797624,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2304,RT 59,PLAINFIELD,IL,60586,LUCKY BAMBOO ASIAN CUISINE,47-0925263,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
3620,ROCK CREEK,JOLIET,IL,60431,7-ELEVEN 33031,30-0488546,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1812,JEFFERSON,JOLIET,IL,60435,DELTA SONIC CAR WASH,16-0972035,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,BAYS
306,LARKIN,JOLIET,IL,60435,SYMPHONY OF JOLIET,45-3915700,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,
2521,PLAINFIELD,JOLIET,IL,60435,FIRESTONE COMPLETE AUTO CARE,62-1867019,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
327,COLLINS,JOLIET,IL,60432,FIGUEROA AUTO SALES,36-4507862,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,,,,,,,,,,,,,,
1307,COLLINS,JOLIET,IL,60432,G & J AUTO TECH,20-1641355,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1427,LARKIN,JOLIET,IL,60435,THOMAS NISSAN OF JOLIET,47-0928673,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
2221,OAK LEAF,JOLIET,IL,60436,GREG'S BODY SHOP,36-4011850,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
3225,PLAINFIELD,JOLIET,IL,60435,HONDA OF JOLIET,36-3814299,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
2755,BLACK,JOLIET,IL,60435,JAMESON'S PUB,84-1648313,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS Z OUTDOOR/BEER GRD FULL,
931,PLAINFIELD,JOLIET,IL,60435,KALBOS INC,36-3296273,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1210,PLAINFIELD,JOLIET,IL,60435,MASTER'S AUTOMOTIVE,26-1625804,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1101,BROADWAY,JOLIET,IL,60435,MARTINSON TIRE SERVICE,46-3946493,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
113,BISSELL,JOLIET,IL,60432,KRONO'S TIRE SHOP INC,45-3555575,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
1852,TERRY,JOLIET,IL,60436,KLEINHOFFER MFG & REPAIR INC,36-3523167,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2321,RT 59,PLAINFIELD,IL,60586,EVERGREEN CLEANERS,34-1621092,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
1009,SPENCER,JOLIET,IL,60433,JOLIET COUNTRY CLUB,36-1294060,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
