"","LOC NO","LOC STREET","LOC CITY","LOC STATE","LOC ZIP","DBA","FEIN/SSN","LIC TEXT2 (LIC 1)","CHG 1 DESC (LIC 1)","CHG 1 LONG DESC (LIC 1)","CYCLE CODE (LIC 2)","CYCLE DESC (LIC 2)","LIC TEXT1 (LIC 2)","LIC TEXT2 (LIC 2)","LIC TEXT4 (LIC 2)","CYCLE DESC (LIC 3)","LIC TEXT2 (LIC 3)","CHG 1 DESC (LIC 3)","CHG 1 LONG DESC (LIC 3)","CYCLE CODE (LIC 4)","CYCLE DESC (LIC 4)","LIC TEXT1 (LIC 4)","LIC TEXT2 (LIC 4)","LIC TEXT4 (LIC 4)","CYCLE CODE (LIC 5)","CYCLE DESC (LIC 5)","LIC TEXT1 (LIC 5)","LIC TEXT2 (LIC 5)","QTY STAT CD (LIC 5)","address...30","lon","lat","address...33"
"63",1861,"TERRY","JOLIET","IL",60436,"QUALAWASH 286","27-0683851","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1861 TERRY JOLIET IL 60436",-88.143424,41.486808,"1861 terry dr, joliet, il 60436, usa"
"64",1506,"JEFFERSON","JOLIET","IL",60435,"YOUR CHOICE AUTO SALES","45-3908806","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","PERM","INSPECTION LICENSE","PERMITTING","SIGN ERECTOR",NA,"BUSINESS LICENSE","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","SECOND HAND SALES",NA,"1506 JEFFERSON JOLIET IL 60435",-88.1182321,41.5222525,"1506 w jefferson st, joliet, il 60436, usa"
"65",500,"COLLINS","JOLIET","IL",60432,"SUPERMERCADO CASA BLANCA","36-4447479","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"500 COLLINS JOLIET IL 60432",-88.0723264,41.5338663,"500 collins st, joliet, il 60432, usa"
"66",0,"OUT OF AREA",NA,NA,NA,"DJC HEATING & COOLING",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"67",158,"CHICAGO","JOLIET","IL",60432,"TIN ROOF","46-2798336","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS O OUTDOOR/BEER GRD EARLY","CLASS O","CLASS O OUTDOOR/BEER GARDEN","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS E RESTAURANT OR HOTEL",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","158 CHICAGO JOLIET IL 60432",-88.0812976,41.5271084,"158 n chicago st, joliet, il 60432, usa"
"68",700,"JEFFERSON","JOLIET","IL",60435,"TAQUERIA EL ZARAPE","46-3635591","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"700 JEFFERSON JOLIET IL 60435",-88.0989222,41.5239724,"700 w jefferson st, joliet, il 60435, usa"
"69",1609,"JEFFERSON","JOLIET","IL",60435,"LONGSHOTS","46-2616324","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"1609 JEFFERSON JOLIET IL 60435",-88.1204903,41.5232173,"1609 w jefferson st, joliet, il 60435, usa"
"70",2212,"ESSINGTON","JOLIET","IL",60435,"MCDONALD'S 19338","46-3376690","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2212 ESSINGTON JOLIET IL 60435",-88.1607944,41.5625999,"2212 essington rd, joliet, il 60435, usa"
"71",1555,"BROADWAY","JOLIET","IL",60435,"MCDONALD'S 4531","27-2504847","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1555 BROADWAY JOLIET IL 60435",-88.0883587,41.5518464,"1555 n broadway st, joliet, il 60435, usa"
"72",700,"HERKIMER","JOLIET","IL",60432,"AARON AUTO GLASS","45-40451707","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"700 HERKIMER JOLIET IL 60432",-88.0736244,41.537556,"700 herkimer st, joliet, il 60432, usa"
"73",1013,"COLLINS","JOLIET","IL",60432,"AZTECA DE ORO","36-4055494","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS H EXTRA HOUR",NA,"1013 COLLINS JOLIET IL 60432",-88.0732045,41.5432066,"1013 collins st, joliet, il 60432, usa"
"74",905,"PLAINFIELD","JOLIET","IL",60435,"RT 30 LAUNDROMAT","20-3887975","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"905 PLAINFIELD JOLIET IL 60435",-88.1043281,41.5402691,"905 plainfield rd, joliet, il 60435, usa"
"75",2401,"CHICAGO","JOLIET","IL",60436,"DUNKIN DONUTS","46-3020433","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2401 CHICAGO JOLIET IL 60436",-88.0816793,41.4801838,"2401 s chicago st, joliet, il 60436, usa"
"76",1801,"RT 59","PLAINFIELD","IL",60586,"NASCAR CAR WASH","90-0725915","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1801 RT 59 PLAINFIELD IL 60586",-88.2005651,41.5540066,"1801 illinois rte 59, plainfield, il 60586, usa"
"77",2401,"CHICAGO","JOLIET","IL",60436,"POP'S BEEF","46-3191286","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2401 CHICAGO JOLIET IL 60436",-88.0816793,41.4801838,"2401 s chicago st, joliet, il 60436, usa"
"78",2409,"MCDONOUGH","JOLIET","IL",60436,"JB LAND INC","20-2242307","RECYCLING AGENT","RECYCLING","RECYCLING AGENT LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2409 MCDONOUGH JOLIET IL 60436",-88.1421773,41.5154582,"2409 mcdonough st, joliet, il 60436, usa"
"79",7162,"CATON FARM","PLAINFIELD","IL",60586,"MCBRIDE'S PUB & GRILLE","45-2551597","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"7162 CATON FARM PLAINFIELD IL 60586",-88.2574493,41.5637686,"7162 caton farm rd, plainfield, il 60586, usa"
"80",2771,"BLACK","JOLIET","IL",60435,"HAMMER'S SPORTS BAR & GRILL","27-1218197","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"2771 BLACK JOLIET IL 60435",-88.1499909,41.5373228,"2771 black rd, joliet, il 60435, usa"
"81",824,"COLLINS","JOLIET","IL",60432,"COLLINS ST LAUNDROMAT","26-0891885","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"824 COLLINS JOLIET IL 60432",-88.0723465,41.5395271,"824 collins st, joliet, il 60432, usa"
"82",212,"PAGE","JOLIET","IL",60432,"BERLINSKY SCRAP","36-0798313","RECYCLING AGENT","RECYCLING","RECYCLING AGENT LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212 PAGE JOLIET IL 60432",-88.0587982,41.5288143,"212 page ave, joliet, il 60432, usa"
"83",350,"HOUBOLT","JOLIET","IL",60431,"CARING HANDS BY KRIS","SSN","MASSAGE SPA","MSSG SPA","MASSAGE SPA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350 HOUBOLT JOLIET IL 60431",-88.1685476,41.5152551,"northern building, 350 houbolt rd, joliet, il 60431, usa"
"84",3795,"CENTERPOINT","ELWOOD","IL",60421,"THE PADDOCK CLUBHOUSE","UNKNOWN","CLASS B PREMISES","CLASS B","CLASS B PREMISES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3795 CENTERPOINT ELWOOD IL 60421",-88.1277493,41.4564928,"3795 centerpoint way, elwood, il 60421, usa"
"85",4706,"CATON FARM","PLAINFIELD","IL",60586,"JERSEY MIKE'S SUBS","46-2919060","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"4706 CATON FARM PLAINFIELD IL 60586",-88.198671,41.564737,"4706 caton farm rd, plainfield, il 60544, usa"
"86",1233,"WASHINGTON","JOLIET","IL",60433,"CR TOWING & RECOVERY","45-3787790","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1233 WASHINGTON JOLIET IL 60433",-88.0494549,41.5240949,"1233 e washington st #1233, joliet, il 60433, usa"
"87",1530,"COMMERCE","JOLIET","IL",60431,"HEROES WEST SPORTS GRILL","34-2057549","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS Z OUTDOOR/BEER GRD FULL",NA,"1530 COMMERCE JOLIET IL 60431",-88.1700714,41.4924769,"1530 commerce ln, joliet, il 60431, usa"
"88",3340,"MALL LOOP","JOLIET","IL",60431,"JARED JEWELRY BOUTIQUE 2554","52-0964503","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"89",1415,"PLAINFIELD","JOLIET","IL",60435,"MICKEY'S ONE STOP","36-2679139","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","COIN VENDING AMUSEMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"1415 PLAINFIELD JOLIET IL 60435",-88.1173168,41.5493967,"1415 plainfield rd, joliet, il 60435, usa"
"90",11,"3RD","JOLIET","IL",60433,"ACE IRON & METALS INC","36-2786077","RECYCLING AGENT","RECYCLING","RECYCLING AGENT LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 3RD JOLIET IL 60433",-88.0808013,41.5189428,"11 3rd ave, joliet, il 60433, usa"
"91",1101,"ESSINGTON","JOLIET","IL",60435,"GREAT AMERICAN BAGEL","46-3690223","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1101 ESSINGTON JOLIET IL 60435",-88.1615564,41.5417023,"1101 essington rd, joliet, il 60435, usa"
"92",2298,"ESSINGTON","JOLIET","IL",60435,"TACO MEX RESTAURANT","20-3384914","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2298 ESSINGTON JOLIET IL 60435",-88.1609468,41.5636944,"2298 essington rd, joliet, il 60435, usa"
"93",3551,"MALL LOOP","JOLIET","IL",60431,"MOTEL 6 1296","46-0648910","HOTEL/MOTEL","HOTEL 2","HOTEL/MOTEL LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","HOTEL/MOTEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3551 MALL LOOP JOLIET IL 60431",-88.1705666,41.5806355,"3551 mall loop dr, joliet, il 60431, usa"
"94",2814,"FRANK TURK","PLAINFIELD","IL",60586,"DAN'S MOBILE","SSN","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2814 FRANK TURK PLAINFIELD IL 60586",-88.2398622,41.5735442,"2814 frank turk dr, plainfield, il 60586, usa"
"95",3301,"HENNEPIN","JOLIET","IL",60431,"HOOTERS","54-2119959","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M VIDEO POKER ONLY",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","3301 HENNEPIN JOLIET IL 60431",-88.1655379,41.5734588,"3301 hennepin dr, joliet, il 60431, usa"
"96",1537,"LARKIN","JOLIET","IL",60435,"JEWEL FOOD STORE 224","36-1282500","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"1537 LARKIN JOLIET IL 60435",-88.127461,41.5508882,"1537 n larkin ave, joliet, il 60435, usa"
"97",1401,"JEFFERSON","JOLIET","IL",60435,"JEWEL FOOD STORE 1074","36-1282500","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"1401 JEFFERSON JOLIET IL 60435",-88.1158674,41.5251021,"1401 w jefferson st, joliet, il 60435, usa"
"98",0,"OUT OF AREA",NA,NA,NA,"TEBO'S EVERGREENS","38-2675294","VENDOR - TREE/PRODUCE","VNDR TREE","VENDOR - TREE/PRODUCE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"99",2480,"RT 59","PLAINFIELD","IL",60586,"JEWEL FOOD STORE 3080","36-1282500","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"2480 RT 59 PLAINFIELD IL 60586",-88.1981762,41.5663684,"2480 illinois rte 59, plainfield, il 60544, usa"
"100",3340,"MALL LOOP","JOLIET","IL",60431,"BEST BUY MOBILE 2761","41-1822872","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"101",1207,"PLAINFIELD","JOLIET","IL",60435,"ACE DRIVE-IN","36-3755154","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1207 PLAINFIELD JOLIET IL 60435",-88.1114714,41.5453316,"1207 plainfield rd, joliet, il 60435, usa"
"102",2721,"JEFFERSON","JOLIET","IL",60435,"SUSHIYA ASIAN CUISINE","26-0747259","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS B PREMISES",NA,"2721 JEFFERSON JOLIET IL 60435",-88.1489238,41.5231002,"2721 w jefferson st, joliet, il 60435, usa"
"103",3351,"MALL LOOP","JOLIET","IL",60431,"BEST BUY LP 307","41-1822872","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3351 MALL LOOP JOLIET IL 60431",-88.1654148,41.5807833,"3351 mall loop dr, joliet, il 60431, usa"
"104",2727,"JEFFERSON","JOLIET","IL",60435,"MCBRIDES ON 52","46-3375177","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS Z OUTDOOR/BEER GRD FULL",NA,"2727 JEFFERSON JOLIET IL 60435",-88.149257,41.5225517,"2727 w jefferson st, joliet, il 60435, usa"
"105",0,"OUT OF AREA",NA,NA,NA,"YELLOW CHECKER CAB","46-3770483","TAXI DRIVER/CHAUFFEUR","TAXI/CHAUF","TAXI DRIVER/CHAUFFER LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TAXI DRIVER/CHAUFFEUR",NA,"BUSINESS LICENSE","TAXI DRIVER/CHAUFFEUR","TAXI/CHAUF","TAXI DRIVER/CHAUFFER LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TAXI DRIVER/CHAUFFEUR",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TAXI VEHICLE 6-7 PASSENGERS","VHCL","0 OUT OF AREA NA NA NA",NA,NA,NA
"106",3101,"JEFFERSON","JOLIET","IL",60435,"AURELIOS PIZZA","20-8238136","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS B PREMISES",NA,"3101 JEFFERSON JOLIET IL 60435",-88.1581843,41.5227409,"3101 w jefferson st, joliet, il 60435, usa"
"107",4726,"CATON FARM","PLAINFIELD","IL",60586,"HONEYBAKED HAM CO 0352","36-3089227","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","VENDOR OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4726 CATON FARM PLAINFIELD IL 60586",-88.1996302,41.5647062,"4726 caton farm rd, plainfield, il 60586, usa"
"108",2510,"HAVEN","JOLIET","IL",60433,"HICKORY FARMS DISTRIBUTION CENTER","34-1533409","WHOLESALE PURVEYOR 1ST CLASS","WHLSLE 1ST","WHOLESALE PURVEYOR 1ST CLASS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2510 HAVEN JOLIET IL 60433",-88.021541,41.5092453,"2510 w haven ave # 1, joliet, il 60433, usa"
"109",2422,"RT 59","PLAINFIELD","IL",60586,"CIRCLE K 6863","27-1278411","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","2422 RT 59 PLAINFIELD IL 60586",-88.2000035,41.566397,"2422 illinois rte 59, plainfield, il 60586, usa"
"110",2787,"BLACK","JOLIET","IL",60435,"BLACK ROAD FOOD & LIQUOR","46-3681402","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS C PACKAGE","CLASS C","CLASS C PACKAGE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,"2787 BLACK JOLIET IL 60435",-88.150353,41.5373481,"2787 black rd, joliet, il 60435, usa"
